issue,draw_time,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
115001087,2026/01/06,2,4,7,9,11,13,15,16,27,30,31,35,40,44,47,49,50,59,70,75
115001088,2026/01/06,2,4,5,10,14,22,28,30,31,32,39,40,47,51,65,67,68,69,71,73
115001089,2026/01/06,1,3,4,10,11,17,28,30,36,39,43,45,50,56,57,61,65,68,77,78
115001090,2026/01/06,5,6,7,9,12,17,25,26,30,31,39,44,45,50,51,55,61,72,75,80
115001091,2026/01/06,8,11,16,17,21,22,23,25,29,33,40,49,53,55,57,58,64,70,72,79
115001092,2026/01/06,2,3,4,5,6,9,20,24,33,36,39,40,43,44,45,48,51,53,63,71
115001093,2026/01/06,6,9,13,15,16,22,25,28,35,36,38,42,54,58,65,69,70,72,74,75
115001094,2026/01/06,5,7,11,14,15,21,25,27,31,33,34,38,45,49,62,66,73,74,76,78
115001095,2026/01/06,6,11,14,19,20,26,30,32,38,39,43,48,52,54,56,58,68,70,71,77
115001096,2026/01/06,2,5,11,15,16,17,19,21,22,31,35,44,46,52,56,60,63,64,65,75
115001097,2026/01/06,2,12,16,26,30,31,32,33,34,35,36,42,43,46,58,64,66,72,73,79
115001098,2026/01/06,3,6,7,9,13,19,22,24,27,33,44,46,47,49,57,59,62,65,70,76
115001099,2026/01/06,1,11,19,20,21,27,28,35,37,42,43,45,46,49,57,61,62,63,76,79
115001100,2026/01/06,2,3,12,14,17,23,28,31,32,33,36,37,38,40,45,47,48,50,64,72
115001101,2026/01/06,9,10,14,16,17,18,19,22,25,26,36,43,46,49,56,60,62,68,78,80
115001102,2026/01/06,5,7,15,19,26,30,35,37,42,45,48,50,51,52,55,58,59,63,64,74
115001103,2026/01/06,1,2,5,6,12,17,19,25,27,40,43,46,50,57,61,63,65,70,75,79
115001104,2026/01/06,1,3,4,5,10,26,31,36,37,44,47,54,59,63,68,69,70,76,77,78
115001105,2026/01/06,1,6,10,11,19,21,22,28,31,37,43,46,48,57,59,68,70,72,76,78
115001106,2026/01/06,9,10,16,19,20,22,25,28,30,32,44,46,53,55,60,61,69,70,71,75
115001107,2026/01/06,5,9,11,12,19,23,28,29,31,34,35,38,47,55,58,62,66,68,70,74
115001108,2026/01/06,7,10,18,21,23,29,32,36,43,46,47,50,56,57,59,64,69,71,73,75
115001109,2026/01/06,1,2,9,18,23,27,28,33,35,37,40,43,47,50,56,58,64,67,73,78
115001110,2026/01/06,3,4,5,9,12,14,19,22,33,34,37,38,44,54,60,61,62,64,66,76
115001111,2026/01/06,5,6,11,16,21,23,25,27,28,40,41,42,45,47,49,58,63,68,69,76
115001112,2026/01/06,4,8,9,13,15,17,18,19,22,24,25,27,37,38,43,45,52,56,73,78
115001113,2026/01/06,2,15,16,17,18,21,22,23,29,33,34,41,45,46,49,56,61,63,67,75
115001114,2026/01/06,1,2,15,18,21,22,29,33,41,49,51,52,53,54,61,70,72,73,74,79
115001115,2026/01/06,7,13,14,18,19,22,30,35,41,42,44,45,49,54,56,69,71,77,79,80
115001116,2026/01/06,2,6,14,21,24,28,29,30,32,34,36,42,44,45,48,56,62,72,79,80
115001117,2026/01/06,5,6,7,13,16,20,28,31,34,35,39,40,43,44,51,66,69,73,77,80
115001118,2026/01/06,2,5,11,12,18,19,22,23,27,35,36,37,39,54,55,63,68,69,74,76
115001119,2026/01/06,2,4,7,15,22,28,29,32,33,38,44,46,52,56,57,62,68,72,74,77
115001120,2026/01/06,2,9,12,15,20,21,22,24,27,35,40,48,50,51,58,60,63,64,72,80
115001121,2026/01/06,1,6,7,11,14,16,20,23,29,30,35,36,43,44,48,51,62,70,73,78
115001122,2026/01/06,1,12,13,15,16,22,24,26,34,36,38,39,45,47,52,53,65,67,69,74
115001123,2026/01/06,13,17,20,21,24,32,35,38,41,49,51,55,57,61,71,72,73,78,79,80
115001124,2026/01/06,2,13,14,16,17,21,25,27,29,36,38,40,41,49,53,55,57,61,72,80
115001125,2026/01/06,2,3,5,10,16,18,21,24,25,31,32,38,45,51,55,59,63,64,65,69
115001126,2026/01/06,9,10,12,15,17,19,20,24,26,27,28,30,34,35,36,48,54,58,63,75
115001127,2026/01/06,9,17,19,20,24,26,33,35,36,37,38,45,48,53,54,56,60,63,68,73
115001128,2026/01/06,8,9,16,17,18,37,39,42,44,45,47,49,56,57,65,67,69,70,74,78
115001129,2026/01/06,5,15,22,28,31,36,37,46,48,52,53,59,60,64,67,68,73,77,78,80
115001130,2026/01/06,10,18,22,25,27,29,30,41,45,47,49,50,51,52,59,62,66,67,68,73
115001131,2026/01/06,2,11,13,15,17,18,30,35,42,43,48,55,58,63,67,74,75,78,79,80
115001132,2026/01/06,1,9,10,11,13,14,21,23,24,29,34,37,40,53,58,63,65,71,72,77
115001133,2026/01/06,8,18,19,20,21,25,27,31,32,34,38,43,44,50,54,58,60,67,69,70
115001134,2026/01/06,7,10,14,16,25,39,41,45,51,57,60,61,63,65,66,72,73,74,75,80
115001135,2026/01/06,4,13,14,15,18,19,20,30,36,39,50,51,58,59,60,66,68,70,74,75
115001136,2026/01/06,4,9,18,22,24,26,29,30,34,35,39,46,53,58,62,69,71,72,73,77
115001137,2026/01/06,2,3,7,9,11,19,24,30,31,35,36,44,49,52,55,60,68,72,74,80
115001138,2026/01/06,6,10,12,14,15,17,18,21,37,38,39,40,42,48,55,56,61,67,70,75
115001139,2026/01/06,3,6,11,12,16,18,23,25,28,29,33,42,46,56,58,66,75,77,78,80
115001140,2026/01/06,3,7,11,12,13,16,19,22,24,25,27,39,40,46,47,50,64,68,75,80
115001141,2026/01/06,7,9,11,12,19,24,27,37,41,45,46,47,48,52,55,60,65,69,70,74
115001142,2026/01/06,1,4,7,12,14,16,22,23,26,32,36,39,40,41,44,46,56,57,63,67
115001143,2026/01/06,6,13,14,19,26,29,37,38,40,42,44,46,48,49,55,57,69,70,72,79
115001144,2026/01/06,2,16,19,22,23,25,26,27,33,34,36,39,52,55,60,61,65,69,72,75
115001145,2026/01/06,2,5,15,26,29,31,32,38,40,41,45,48,51,59,66,68,71,74,79,80
115001146,2026/01/06,2,5,7,11,26,28,31,32,34,39,40,41,42,46,47,48,67,73,74,80
115001147,2026/01/06,1,2,5,6,7,11,16,22,24,31,34,39,41,55,58,65,71,72,74,79
115001148,2026/01/06,4,5,7,17,27,30,39,40,44,46,49,50,52,54,61,70,71,72,75,80
115001149,2026/01/06,1,8,13,17,18,23,25,28,31,40,53,55,57,59,67,68,69,73,74,76
115001150,2026/01/06,1,2,3,8,14,15,22,27,29,32,36,38,39,45,46,56,58,64,70,71
115001151,2026/01/06,3,7,13,15,18,24,25,29,31,34,35,37,42,49,52,55,62,70,75,78
115001152,2026/01/06,3,7,11,15,18,24,26,28,30,32,34,44,46,51,52,61,62,72,76,77
115001153,2026/01/06,8,15,16,23,26,28,30,33,40,43,46,49,55,62,64,65,67,71,76,79
115001154,2026/01/06,3,4,9,20,24,26,30,35,37,40,43,47,48,51,52,54,55,58,69,79
115001155,2026/01/06,6,7,8,18,19,20,21,26,34,40,41,48,50,53,58,61,62,66,69,75
115001156,2026/01/06,4,8,12,13,15,18,29,36,44,52,54,55,59,60,66,68,73,75,77,78
115001157,2026/01/06,1,2,10,14,16,23,24,25,28,32,40,46,49,55,56,58,63,74,75,78
115001158,2026/01/06,1,3,5,6,15,17,19,23,28,30,32,33,34,36,40,51,52,62,68,69
115001159,2026/01/06,1,2,10,12,14,15,17,21,25,28,29,31,40,41,47,53,54,57,62,76
115001160,2026/01/06,5,9,11,14,22,24,25,27,30,32,39,45,46,53,58,60,62,75,76,80
115001161,2026/01/06,1,2,3,7,12,13,19,24,26,29,33,34,47,48,54,63,70,72,73,77
115001162,2026/01/06,2,3,15,16,20,23,27,33,34,38,44,48,50,54,57,60,61,71,73,79
115001163,2026/01/06,2,8,13,16,23,25,26,31,34,37,42,50,55,62,70,71,75,77,78,80
115001164,2026/01/06,9,11,12,14,16,20,22,24,30,34,38,39,45,49,50,59,61,64,68,71
115001165,2026/01/06,4,7,12,18,27,30,37,38,40,46,48,50,51,53,55,61,68,73,75,78
115001166,2026/01/06,1,7,11,13,17,19,25,27,30,36,39,44,48,51,55,60,62,71,72,80
115001167,2026/01/06,12,17,23,26,28,29,32,33,44,46,49,53,56,59,60,61,66,69,73,74
115001168,2026/01/06,9,16,32,36,38,39,44,45,48,49,53,55,59,60,63,67,72,77,78,79
115001169,2026/01/06,1,2,6,8,12,15,18,20,24,26,34,37,38,43,52,63,66,70,72,79
115001170,2026/01/06,3,8,12,13,14,18,21,22,40,43,50,51,55,56,58,62,63,68,76,80
115001171,2026/01/06,8,9,11,24,25,26,28,29,35,38,39,40,52,54,56,63,64,67,69,77
115001172,2026/01/06,4,7,12,13,16,20,21,24,31,32,33,34,38,52,58,65,68,75,77,79
115001173,2026/01/06,1,3,5,6,7,8,12,15,17,18,27,28,42,43,60,62,64,67,73,78
115001174,2026/01/06,1,2,4,9,12,13,15,18,20,25,30,36,37,44,45,53,63,66,68,69
115001175,2026/01/06,4,8,11,13,29,30,34,41,43,45,48,52,54,55,61,64,69,73,76,79
115001176,2026/01/06,3,8,12,14,21,24,27,31,32,38,47,49,51,52,61,67,69,74,76,78
115001177,2026/01/06,6,7,10,11,16,17,20,32,33,36,37,42,45,49,60,64,65,66,71,79
115001178,2026/01/06,2,6,8,11,13,26,30,31,49,54,55,57,59,61,62,69,72,74,75,78
115001179,2026/01/06,9,17,21,25,26,27,36,41,46,49,52,64,65,68,70,72,76,77,78,80
115001180,2026/01/06,2,6,7,9,14,22,24,25,27,32,36,37,39,41,47,50,52,57,62,76
115001181,2026/01/06,4,7,8,10,13,20,21,28,35,36,38,48,61,62,70,72,74,76,77,78
115001182,2026/01/06,1,3,11,12,15,16,17,18,20,21,37,44,51,57,69,71,74,77,78,80
115001183,2026/01/06,8,12,19,21,24,26,31,39,43,48,53,58,62,63,64,65,69,71,72,79
115001184,2026/01/06,2,5,6,9,11,12,25,26,30,36,38,39,42,45,55,56,58,61,66,79
115001185,2026/01/06,6,10,16,19,21,28,29,31,41,44,46,48,56,59,63,67,72,76,78,80
115001186,2026/01/06,4,14,18,22,23,24,25,27,29,31,35,37,41,42,43,46,53,55,58,77
115001187,2026/01/06,3,4,14,17,21,26,31,33,34,41,44,46,52,59,74,75,76,77,78,80
115001188,2026/01/06,8,11,13,14,32,34,35,40,44,45,47,49,50,58,61,64,66,70,71,74
115001189,2026/01/06,2,4,6,11,12,17,19,30,31,36,42,44,53,55,60,61,62,65,72,78
115001190,2026/01/06,2,5,7,10,13,21,25,26,27,28,34,35,38,48,50,61,71,72,78,80
115001191,2026/01/06,3,12,15,16,20,22,25,26,28,45,47,48,53,57,58,62,63,66,69,77
115001192,2026/01/06,2,5,8,10,17,21,30,31,37,41,43,44,46,51,54,57,64,66,76,79
115001193,2026/01/06,7,14,26,27,29,38,39,41,45,51,52,60,61,64,66,67,70,74,78,79
115001194,2026/01/06,3,7,11,19,25,30,32,33,34,40,45,48,50,53,56,58,69,70,73,74
115001195,2026/01/06,2,10,11,12,18,22,28,32,33,35,36,41,47,48,50,52,57,63,76,79
115001196,2026/01/06,1,6,7,10,14,17,20,27,32,37,38,47,55,56,57,59,62,68,73,78
115001197,2026/01/06,3,7,13,16,25,30,33,35,39,40,42,43,51,59,61,62,65,73,75,80
115001198,2026/01/06,3,9,10,12,14,16,20,25,26,28,33,35,36,38,39,42,45,62,66,69
115001199,2026/01/06,1,2,12,20,30,31,37,38,41,44,57,58,59,61,66,69,72,76,78,79
115001200,2026/01/06,3,4,20,23,34,35,38,41,44,45,46,52,60,61,63,65,66,71,73,74
115001201,2026/01/06,1,5,7,10,14,16,17,23,27,34,42,45,49,55,58,62,69,71,73,75
115001202,2026/01/06,7,10,11,16,19,23,24,28,29,30,38,43,49,51,54,58,63,64,76,80
115001203,2026/01/06,1,2,10,12,14,17,19,22,23,33,34,56,58,59,61,62,75,76,77,80
115001204,2026/01/06,2,3,4,8,10,13,19,27,28,29,30,32,43,52,64,66,68,73,74,76
115001205,2026/01/06,2,10,23,27,28,31,34,41,44,45,47,50,57,63,65,68,72,74,75,77
115001206,2026/01/06,5,6,8,14,20,22,26,27,28,30,33,35,49,59,65,66,68,71,77,78
115001207,2026/01/06,2,4,10,11,12,15,17,27,34,39,40,42,45,52,59,61,66,70,71,78
115001208,2026/01/06,4,8,14,17,22,25,33,39,40,44,48,52,59,63,64,67,70,72,74,80
115001209,2026/01/06,2,4,6,14,15,18,20,21,22,23,26,27,29,42,43,48,70,72,77,79
115001210,2026/01/06,2,3,5,10,15,19,20,23,31,38,39,41,45,49,51,58,65,68,72,73
115001211,2026/01/06,3,8,9,10,11,14,20,23,24,25,45,51,52,53,57,64,67,72,75,77
115001212,2026/01/06,2,9,11,17,22,28,31,34,37,39,48,50,53,56,58,61,62,73,76,77
115001213,2026/01/06,5,7,13,26,32,36,40,41,43,45,46,47,51,52,54,55,65,70,71,80
115001214,2026/01/06,2,3,12,13,16,17,23,25,27,30,41,47,48,51,58,59,62,65,76,79
115001215,2026/01/06,2,4,8,16,27,28,31,33,38,40,48,50,56,57,63,65,69,72,74,75
115001216,2026/01/06,2,4,6,9,16,21,26,30,36,37,43,49,55,59,61,65,66,74,75,77
115001217,2026/01/06,4,5,21,22,26,30,32,37,41,44,49,50,51,52,53,62,67,68,70,75
115001218,2026/01/06,3,8,13,16,25,26,29,30,34,39,42,43,52,54,61,62,65,73,75,76
115001219,2026/01/07,8,13,14,16,21,23,26,27,28,30,34,37,43,44,61,69,71,72,73,79
115001220,2026/01/07,3,6,10,14,16,21,24,30,34,41,47,49,52,55,56,66,67,71,73,80
115001221,2026/01/07,3,5,7,10,14,21,23,25,30,36,40,46,49,55,57,61,63,66,72,78
115001222,2026/01/07,4,5,17,20,24,29,37,39,48,50,52,53,54,56,58,60,63,67,69,70
115001223,2026/01/07,1,8,9,11,12,16,17,18,19,22,31,38,39,41,43,44,54,59,65,67
115001224,2026/01/07,2,4,6,7,13,14,21,22,25,34,40,43,48,53,57,62,70,71,74,78
115001225,2026/01/07,2,7,9,10,11,14,15,16,18,29,37,45,48,55,56,59,67,75,78,80
115001226,2026/01/07,4,6,9,12,21,22,24,29,31,32,36,45,46,51,53,58,61,62,77,79
115001227,2026/01/07,5,6,12,13,16,19,21,22,24,25,32,38,40,43,47,54,62,69,78,80
115001228,2026/01/07,2,5,11,13,15,21,22,23,28,29,34,40,42,44,52,54,56,57,61,75
115001229,2026/01/07,3,4,9,15,19,21,28,30,34,36,45,47,50,59,60,61,62,65,66,73
115001230,2026/01/07,6,16,17,20,24,25,37,38,40,50,53,56,57,58,64,65,67,68,71,78
115001231,2026/01/07,3,7,11,16,24,27,32,35,37,39,41,43,44,50,53,54,55,61,75,77
115001232,2026/01/07,1,9,15,17,20,24,25,26,29,34,37,38,39,41,42,52,59,67,72,80
115001233,2026/01/07,21,22,25,26,32,33,39,46,50,51,56,59,62,63,64,65,66,68,69,71
115001234,2026/01/07,3,11,12,13,18,20,24,27,29,36,37,38,56,59,65,68,70,73,75,78
115001235,2026/01/07,6,8,22,23,27,34,36,39,41,47,50,53,55,66,67,68,70,72,73,76
115001236,2026/01/07,6,7,9,10,11,14,21,24,27,36,39,49,53,54,58,70,71,72,74,75
115001237,2026/01/07,2,5,8,9,13,14,24,29,31,39,42,44,46,50,52,61,68,72,73,74
115001238,2026/01/07,7,10,12,15,17,25,28,32,33,34,37,40,49,52,53,56,57,60,61,80
115001239,2026/01/07,2,10,15,16,17,26,27,28,29,35,43,50,52,54,69,70,75,76,78,79
115001240,2026/01/07,6,7,14,16,21,27,28,32,40,41,43,45,48,53,57,65,66,70,72,80
115001241,2026/01/07,4,9,20,31,34,39,44,46,50,52,56,58,63,64,65,68,71,76,78,79
115001242,2026/01/07,6,8,14,15,16,17,18,24,28,37,41,42,45,51,53,58,64,65,67,69
115001243,2026/01/07,5,8,9,17,22,33,38,40,47,48,49,53,55,60,62,66,70,77,78,80
115001244,2026/01/07,6,7,8,10,12,14,19,28,29,32,33,35,47,60,61,66,69,70,72,79
115001245,2026/01/07,1,13,15,17,19,22,23,25,26,27,30,31,33,35,36,53,61,65,67,75
115001246,2026/01/07,2,5,10,13,19,20,23,32,34,35,38,39,42,52,53,57,67,71,74,75
115001247,2026/01/07,6,10,12,13,15,29,30,31,34,39,43,44,50,55,57,59,62,76,78,80
115001248,2026/01/07,4,5,9,14,16,27,28,32,33,37,39,42,49,53,60,68,69,71,76,79
115001249,2026/01/07,1,7,12,14,15,17,21,22,26,30,31,36,39,42,49,50,56,65,67,75
115001250,2026/01/07,2,5,13,15,19,21,23,37,39,40,42,43,46,48,49,53,60,73,77,79
115001251,2026/01/07,2,8,10,16,21,31,41,47,49,51,53,59,60,62,65,68,70,72,76,78
115001252,2026/01/07,1,3,12,13,20,21,25,29,30,31,34,37,38,40,44,52,64,65,75,77
115001253,2026/01/07,5,9,10,21,26,27,35,38,43,44,46,48,51,54,55,62,68,71,74,79
115001254,2026/01/07,5,8,12,16,17,22,23,25,29,40,44,46,52,62,64,67,70,72,74,80
115001255,2026/01/07,2,4,8,12,16,21,35,37,39,40,49,50,53,57,62,63,67,69,71,80
115001256,2026/01/07,2,6,7,22,25,31,33,34,44,45,46,48,57,58,59,61,63,67,72,79
115001257,2026/01/07,1,2,4,9,14,19,20,37,39,41,43,44,45,57,61,66,70,71,76,80
115001258,2026/01/07,7,10,11,14,23,26,34,41,44,49,50,53,54,60,69,72,73,78,79,80
115001259,2026/01/07,4,7,12,13,18,19,20,24,29,42,44,45,55,56,62,64,66,70,71,72
115001260,2026/01/07,3,9,12,18,20,22,26,29,30,35,36,40,46,48,50,53,58,64,70,71
115001261,2026/01/07,1,5,7,8,14,21,23,29,31,36,37,40,44,47,48,62,66,71,72,74
115001262,2026/01/07,2,7,8,10,11,24,28,40,45,48,49,50,56,60,68,71,72,74,75,78
115001263,2026/01/07,2,13,15,22,23,25,46,47,49,51,52,54,55,59,66,72,73,74,75,78
115001264,2026/01/07,12,23,25,27,32,33,39,42,47,48,53,55,56,58,62,66,67,68,71,76
115001265,2026/01/07,2,6,10,11,12,16,17,26,28,29,33,42,46,47,48,59,63,64,67,68
115001266,2026/01/07,1,6,14,15,16,17,18,22,27,28,33,42,47,56,57,62,72,74,75,76
115001267,2026/01/07,3,14,16,20,21,22,26,27,28,29,30,31,36,48,52,61,68,70,72,79
115001268,2026/01/07,7,9,11,14,18,22,23,32,40,43,47,51,52,53,57,61,62,63,64,75
115001269,2026/01/07,2,3,6,8,11,12,16,25,43,44,47,49,52,54,55,64,68,74,78,80
115001270,2026/01/07,1,2,8,9,12,14,29,34,35,39,42,49,51,52,53,55,59,61,62,68
115001271,2026/01/07,4,11,17,23,26,29,32,34,36,37,44,45,46,50,52,54,56,57,63,72
115001272,2026/01/07,2,3,4,11,15,18,21,22,40,41,42,46,48,59,62,66,72,74,76,79
115001273,2026/01/07,1,3,5,7,8,16,30,31,35,38,45,46,47,49,56,58,65,72,76,78
115001274,2026/01/07,6,12,17,18,33,41,42,43,47,48,54,56,57,60,61,65,66,71,74,80
115001275,2026/01/07,8,9,24,29,36,41,43,47,52,54,55,58,59,63,65,67,71,73,78,79
115001276,2026/01/07,2,15,20,28,32,33,35,36,38,43,46,50,61,62,63,64,65,67,68,80
115001277,2026/01/07,8,10,11,18,20,22,24,25,28,41,45,49,54,56,61,63,64,66,74,77
115001278,2026/01/07,8,14,19,20,22,30,35,39,40,41,46,47,49,54,56,57,61,71,76,78
115001279,2026/01/07,4,8,12,23,25,26,28,34,38,45,52,57,58,67,68,70,71,72,74,76
115001280,2026/01/07,8,13,15,19,28,30,34,35,42,47,48,53,54,57,61,63,64,68,70,76
115001281,2026/01/07,1,7,10,17,22,25,26,27,31,39,41,43,50,51,53,60,69,71,75,77
115001282,2026/01/07,7,12,13,14,21,25,39,41,46,50,58,60,61,63,65,66,68,70,72,77
115001283,2026/01/07,7,11,18,20,23,27,31,34,35,46,50,52,55,56,64,65,67,71,77,80
115001284,2026/01/07,1,6,10,17,34,41,42,44,47,55,56,63,64,67,68,69,72,74,77,78
115001285,2026/01/07,1,7,8,13,18,28,33,37,43,44,51,59,60,62,63,70,73,74,77,80
115001286,2026/01/07,1,8,12,14,15,16,23,29,35,37,39,44,45,47,51,66,74,75,76,77
115001287,2026/01/07,1,5,9,16,17,20,25,26,32,33,37,40,46,47,53,55,60,67,71,78
115001288,2026/01/07,1,5,6,19,20,28,30,32,37,38,39,41,43,45,47,49,57,60,63,71
115001289,2026/01/07,6,7,13,32,34,36,39,40,43,44,51,55,60,62,63,67,69,75,76,78
115001290,2026/01/07,6,8,9,16,17,23,28,31,47,50,51,53,54,56,59,66,69,74,76,80
115001291,2026/01/07,5,11,20,22,23,24,25,26,29,32,42,43,50,51,52,56,60,69,77,79
115001292,2026/01/07,1,3,5,9,15,27,31,34,39,40,41,43,44,49,55,56,57,59,64,75
115001293,2026/01/07,10,11,15,20,22,27,28,32,33,36,37,42,52,53,57,59,68,71,74,80
115001294,2026/01/07,4,5,11,15,22,34,40,42,44,45,47,49,55,62,69,70,74,76,78,79
115001295,2026/01/07,1,9,12,14,15,16,28,33,36,40,42,52,54,57,62,65,74,75,79,80
115001296,2026/01/07,2,5,19,23,29,33,37,49,51,53,54,58,61,62,65,69,71,72,74,80
115001297,2026/01/07,11,13,15,16,17,18,37,38,42,43,45,52,55,58,61,65,68,72,76,78
115001298,2026/01/07,3,5,6,8,15,17,19,32,36,40,41,46,47,48,50,64,65,67,79,80
115001299,2026/01/07,1,2,8,9,16,18,21,22,24,25,30,32,34,39,42,48,49,64,66,74
115001300,2026/01/07,6,7,10,11,16,23,26,27,29,37,38,49,54,57,64,65,68,70,72,75
115001301,2026/01/07,2,3,11,13,19,23,26,28,29,32,33,40,45,46,51,70,71,74,78,80
115001302,2026/01/07,1,8,9,11,12,18,20,21,24,34,45,49,51,53,56,57,58,63,71,80
115001303,2026/01/07,12,13,14,18,20,23,25,30,32,34,35,39,42,43,47,49,50,63,69,72
115001304,2026/01/07,6,8,9,24,27,33,36,37,38,39,41,45,51,52,53,61,64,65,68,69
115001305,2026/01/07,2,3,7,8,12,15,20,21,22,23,29,32,47,48,50,62,68,74,77,78
115001306,2026/01/07,1,3,4,9,13,31,43,48,50,53,55,56,58,59,60,66,68,69,71,72
115001307,2026/01/07,1,6,8,9,11,12,13,18,19,29,34,35,41,54,55,58,67,71,75,76
115001308,2026/01/07,3,5,9,11,16,18,39,41,43,48,50,51,55,58,59,63,64,65,73,77
115001309,2026/01/07,2,7,13,20,26,32,39,43,46,62,65,66,68,69,70,71,73,74,77,80
115001310,2026/01/07,4,6,16,18,19,24,29,30,33,34,39,40,47,50,52,60,61,66,69,75
115001311,2026/01/07,4,10,16,19,32,41,42,47,50,51,62,65,67,69,70,71,74,77,78,80
115001312,2026/01/07,3,4,5,7,8,9,11,14,15,20,23,31,34,37,38,40,50,53,56,76
115001313,2026/01/07,6,10,18,22,26,27,29,43,45,48,53,60,61,63,64,66,67,70,72,76
115001314,2026/01/07,1,8,10,11,18,20,23,31,32,33,34,36,55,60,63,64,71,72,76,79
115001315,2026/01/07,2,16,20,22,23,26,28,29,30,33,45,51,53,55,58,62,64,70,73,75
115001316,2026/01/07,1,8,9,10,13,18,19,20,28,29,42,45,46,58,63,69,70,71,74,80
115001317,2026/01/07,3,8,23,25,27,29,36,42,43,51,57,59,61,65,67,69,72,74,76,77
115001318,2026/01/07,2,6,8,14,16,28,34,38,41,45,47,48,49,54,57,61,67,71,73,79
115001319,2026/01/07,1,3,11,12,15,21,23,25,26,34,41,42,51,52,67,72,76,77,78,79
115001320,2026/01/07,4,15,20,24,26,27,28,29,32,33,34,40,45,48,50,51,58,65,70,77
115001321,2026/01/07,3,4,6,10,12,19,22,24,25,28,35,38,40,47,51,54,67,70,71,78
115001322,2026/01/07,1,7,8,11,12,14,16,18,34,43,47,49,53,58,64,67,70,71,74,75
115001323,2026/01/07,8,9,13,16,18,24,25,28,42,43,46,50,52,64,70,71,77,78,79,80
115001324,2026/01/07,4,8,12,15,23,24,26,29,34,36,37,41,43,46,49,50,58,60,63,73
115001325,2026/01/07,3,7,12,16,18,20,23,25,27,28,37,38,44,45,47,59,61,62,66,80
115001326,2026/01/07,1,3,4,5,6,9,11,14,34,35,36,45,46,47,58,61,63,64,66,80
115001327,2026/01/07,4,5,6,7,21,27,29,36,38,45,50,52,56,60,62,70,71,72,74,79
115001328,2026/01/07,6,11,14,16,17,20,21,26,27,42,43,44,47,52,53,57,60,67,68,78
115001329,2026/01/07,1,2,3,4,15,22,23,26,31,33,36,39,42,45,48,64,69,71,72,76
115001330,2026/01/07,11,15,18,20,24,30,32,43,47,49,50,58,62,63,69,71,77,78,79,80
115001331,2026/01/07,2,3,4,10,11,14,16,19,24,26,33,45,50,51,56,57,61,65,70,76
115001332,2026/01/07,5,6,7,10,11,14,25,26,38,41,43,53,57,58,62,63,66,67,69,72
115001333,2026/01/07,4,6,7,9,13,21,27,29,35,42,49,52,59,62,66,67,69,71,76,79
115001334,2026/01/07,2,3,6,12,14,16,22,23,30,35,36,40,42,49,51,55,65,68,77,78
115001335,2026/01/07,1,4,8,13,14,22,23,28,32,34,50,52,54,63,64,71,74,78,79,80
115001336,2026/01/07,3,5,7,11,14,19,20,26,37,38,50,51,52,64,67,68,69,74,76,80
115001337,2026/01/07,1,8,9,12,17,19,26,28,32,34,40,41,53,55,57,60,63,67,73,79
115001338,2026/01/07,2,3,4,6,8,12,15,18,20,27,28,29,34,45,47,49,51,59,70,77
115001339,2026/01/07,1,2,4,6,11,13,18,19,28,29,31,39,46,53,55,61,65,75,76,77
115001340,2026/01/07,3,8,11,24,26,30,32,38,39,41,48,49,52,53,57,63,70,71,73,74
115001341,2026/01/07,4,5,7,9,13,14,27,29,31,39,46,48,54,56,59,61,68,73,74,76
115001342,2026/01/07,5,8,9,15,20,23,28,30,40,41,43,44,46,51,52,61,65,73,76,77
115001343,2026/01/07,4,12,13,14,17,21,22,24,26,28,29,32,34,42,51,54,56,61,64,80
115001344,2026/01/07,5,7,9,14,17,25,27,43,49,50,58,59,60,62,65,67,68,71,74,77
115001345,2026/01/07,8,13,21,22,25,26,38,39,44,46,47,51,56,57,58,63,68,72,73,74
115001346,2026/01/07,5,7,10,11,12,16,17,24,25,27,30,35,38,51,57,61,63,65,67,77
115001347,2026/01/07,4,7,9,11,17,18,20,23,24,26,27,29,31,32,46,47,48,63,66,75
115001348,2026/01/07,4,5,11,14,23,29,30,38,40,46,48,54,59,63,68,69,71,72,78,80
115001349,2026/01/07,2,3,7,11,22,24,28,32,34,38,42,43,51,52,58,59,62,72,74,76
115001350,2026/01/07,7,8,9,12,15,20,27,28,31,32,36,37,38,40,49,54,60,62,64,66
115001351,2026/01/07,9,14,15,19,24,27,31,34,35,39,40,41,49,54,57,60,61,68,76,80
115001352,2026/01/07,4,8,9,10,16,24,25,27,31,34,35,36,46,47,51,52,58,73,76,78
115001353,2026/01/07,5,8,11,13,14,19,20,27,29,31,47,51,62,66,67,68,69,70,71,78
115001354,2026/01/07,9,12,17,19,23,26,33,36,37,38,43,51,52,53,55,60,69,74,77,80
115001355,2026/01/07,8,10,19,20,23,24,30,40,41,45,46,55,58,61,65,67,68,72,76,80
115001356,2026/01/07,3,5,8,11,17,19,29,34,40,43,46,47,49,54,56,58,61,63,69,79
115001357,2026/01/07,2,5,10,14,23,24,25,28,29,34,38,39,43,44,46,52,53,57,60,64
115001358,2026/01/07,7,8,11,12,17,20,23,29,33,40,42,50,51,52,60,63,64,69,76,80
115001359,2026/01/07,5,6,8,10,18,21,33,35,37,43,46,47,48,49,58,59,60,67,71,73
