issue,draw_date,numbers,day_issue_index
114073653,2025-12-29,"[5, 14, 16, 17, 19, 30, 36, 39, 44, 48, 49, 50, 57, 61, 69, 70, 71, 74, 77, 79]",167
114073654,2025-12-29,"[7, 12, 18, 20, 25, 26, 29, 30, 36, 39, 40, 42, 46, 48, 50, 54, 61, 69, 74, 78]",168
114073655,2025-12-29,"[7, 9, 13, 16, 23, 27, 31, 37, 40, 41, 42, 43, 47, 52, 54, 64, 68, 70, 78, 80]",169
114073656,2025-12-29,"[11, 18, 19, 21, 24, 28, 29, 41, 43, 47, 51, 56, 57, 64, 66, 68, 69, 72, 78, 80]",170
114073657,2025-12-29,"[2, 11, 12, 14, 18, 20, 22, 24, 31, 33, 34, 37, 44, 45, 47, 63, 66, 69, 76, 77]",171
114073658,2025-12-29,"[2, 3, 5, 6, 15, 20, 22, 32, 37, 42, 43, 47, 49, 51, 54, 57, 66, 71, 73, 78]",172
114073659,2025-12-29,"[1, 4, 6, 11, 16, 17, 22, 26, 28, 31, 33, 38, 40, 45, 48, 51, 52, 60, 74, 78]",173
114073660,2025-12-29,"[8, 11, 13, 14, 18, 20, 21, 22, 28, 32, 37, 40, 41, 49, 50, 53, 54, 55, 56, 63]",174
114073661,2025-12-29,"[2, 8, 11, 12, 16, 24, 28, 38, 42, 47, 52, 55, 59, 61, 63, 64, 65, 70, 74, 76]",175
114073662,2025-12-29,"[16, 18, 19, 20, 25, 33, 35, 36, 39, 46, 52, 59, 61, 64, 66, 67, 69, 75, 76, 78]",176
114073663,2025-12-29,"[8, 18, 21, 23, 26, 34, 37, 38, 39, 40, 43, 45, 46, 54, 56, 58, 59, 66, 76, 78]",177
114073664,2025-12-29,"[5, 6, 8, 9, 11, 12, 14, 15, 19, 21, 24, 27, 28, 29, 31, 41, 60, 64, 75, 77]",178
114073665,2025-12-29,"[4, 10, 12, 13, 15, 17, 24, 30, 33, 36, 42, 47, 48, 52, 56, 57, 62, 72, 75, 76]",179
114073666,2025-12-29,"[4, 9, 13, 14, 16, 18, 23, 26, 36, 49, 51, 52, 53, 54, 56, 65, 72, 73, 77, 79]",180
114073667,2025-12-29,"[5, 8, 12, 17, 24, 28, 30, 31, 41, 44, 45, 47, 48, 51, 55, 60, 62, 64, 73, 77]",181
114073668,2025-12-29,"[5, 12, 13, 17, 18, 26, 30, 31, 33, 38, 40, 47, 50, 54, 57, 59, 63, 66, 70, 79]",182
114073669,2025-12-29,"[2, 3, 7, 8, 11, 16, 18, 19, 24, 28, 30, 37, 42, 43, 55, 56, 59, 62, 70, 77]",183
114073670,2025-12-29,"[1, 4, 9, 12, 16, 20, 25, 26, 27, 30, 34, 36, 41, 45, 46, 52, 57, 59, 75, 76]",184
114073671,2025-12-29,"[1, 2, 6, 13, 15, 16, 29, 36, 45, 49, 52, 62, 64, 66, 70, 72, 73, 74, 77, 79]",185
114073672,2025-12-29,"[2, 3, 6, 7, 13, 18, 25, 27, 39, 43, 44, 48, 49, 50, 53, 55, 57, 60, 65, 79]",186
114073673,2025-12-29,"[6, 11, 12, 15, 21, 22, 24, 30, 32, 39, 48, 55, 56, 57, 63, 67, 71, 72, 76, 79]",187
114073674,2025-12-29,"[1, 8, 10, 15, 17, 31, 39, 41, 48, 50, 55, 56, 57, 63, 65, 67, 68, 69, 75, 77]",188
114073675,2025-12-29,"[16, 17, 19, 20, 23, 26, 30, 33, 35, 44, 46, 52, 53, 62, 65, 66, 68, 74, 77, 78]",189
114073676,2025-12-29,"[11, 12, 17, 20, 22, 25, 27, 28, 32, 38, 40, 43, 50, 57, 66, 71, 75, 76, 77, 80]",190
114073677,2025-12-29,"[8, 13, 18, 20, 25, 30, 33, 37, 38, 41, 42, 45, 51, 55, 57, 60, 63, 68, 70, 77]",191
114073678,2025-12-29,"[1, 5, 7, 10, 15, 16, 19, 24, 25, 27, 33, 37, 54, 55, 56, 59, 64, 65, 78, 80]",192
114073679,2025-12-29,"[2, 16, 26, 27, 34, 36, 37, 38, 39, 43, 45, 47, 48, 49, 51, 53, 59, 65, 72, 78]",193
114073680,2025-12-29,"[3, 4, 5, 11, 16, 19, 26, 27, 32, 37, 41, 48, 49, 54, 55, 58, 62, 66, 76, 77]",194
114073681,2025-12-29,"[1, 3, 4, 6, 7, 10, 17, 28, 30, 31, 42, 49, 55, 56, 58, 62, 64, 70, 74, 80]",195
114073682,2025-12-29,"[2, 10, 16, 17, 18, 19, 22, 23, 24, 29, 30, 31, 34, 36, 39, 42, 52, 55, 59, 60]",196
114073683,2025-12-29,"[4, 9, 13, 21, 22, 28, 32, 38, 47, 49, 52, 53, 54, 55, 61, 63, 70, 73, 79, 80]",197
114073684,2025-12-29,"[1, 13, 15, 16, 17, 19, 21, 25, 28, 31, 37, 44, 46, 55, 56, 57, 63, 68, 71, 79]",198
114073685,2025-12-29,"[1, 10, 14, 17, 20, 28, 31, 38, 40, 45, 48, 49, 50, 52, 56, 64, 66, 68, 70, 75]",199
114073686,2025-12-29,"[4, 6, 12, 20, 25, 30, 32, 33, 41, 42, 48, 49, 50, 55, 57, 64, 65, 67, 79, 80]",200
114073687,2025-12-29,"[4, 6, 8, 12, 13, 16, 18, 20, 31, 34, 37, 44, 47, 52, 54, 58, 62, 70, 76, 79]",201
114073688,2025-12-29,"[5, 7, 9, 12, 13, 17, 18, 21, 35, 36, 37, 42, 48, 53, 55, 56, 57, 58, 59, 77]",202
114073689,2025-12-29,"[2, 3, 18, 19, 22, 24, 27, 29, 36, 40, 43, 49, 54, 57, 58, 61, 71, 78, 79, 80]",203
114073690,2025-12-30,"[10, 11, 17, 18, 22, 23, 24, 31, 42, 46, 50, 53, 55, 56, 60, 63, 64, 67, 70, 74]",1
114073691,2025-12-30,"[8, 9, 12, 14, 17, 20, 25, 27, 30, 32, 45, 46, 47, 49, 50, 67, 68, 71, 76, 77]",2
114073692,2025-12-30,"[9, 12, 16, 17, 18, 22, 36, 37, 41, 50, 52, 54, 55, 56, 57, 58, 61, 68, 69, 73]",3
114073693,2025-12-30,"[10, 19, 21, 25, 27, 30, 37, 44, 48, 49, 57, 63, 64, 65, 71, 74, 75, 76, 77, 80]",4
114073694,2025-12-30,"[5, 6, 12, 13, 17, 25, 29, 30, 32, 36, 46, 50, 53, 54, 57, 58, 62, 67, 68, 72]",5
114073695,2025-12-30,"[1, 2, 3, 4, 5, 12, 24, 41, 43, 45, 52, 53, 55, 57, 58, 59, 65, 66, 70, 75]",6
114073696,2025-12-30,"[3, 5, 18, 19, 34, 36, 42, 44, 45, 52, 53, 56, 59, 60, 63, 64, 68, 71, 74, 79]",7
114073697,2025-12-30,"[1, 3, 8, 9, 12, 21, 25, 26, 29, 32, 35, 38, 40, 41, 42, 47, 52, 61, 62, 65]",8
114073698,2025-12-30,"[2, 8, 11, 12, 14, 24, 25, 26, 30, 31, 32, 35, 36, 46, 56, 58, 68, 70, 72, 78]",9
114073699,2025-12-30,"[1, 3, 4, 22, 24, 25, 26, 36, 38, 42, 57, 58, 62, 65, 69, 71, 72, 73, 75, 80]",10
114073700,2025-12-30,"[2, 3, 4, 19, 25, 32, 33, 34, 35, 36, 37, 41, 42, 46, 48, 53, 56, 60, 63, 73]",11
114073701,2025-12-30,"[3, 5, 12, 13, 15, 16, 18, 22, 25, 31, 37, 41, 46, 48, 51, 53, 54, 64, 73, 77]",12
114073702,2025-12-30,"[15, 17, 18, 26, 28, 30, 31, 37, 38, 39, 51, 55, 56, 57, 58, 65, 66, 75, 79, 80]",13
114073703,2025-12-30,"[11, 18, 23, 25, 28, 35, 40, 41, 46, 48, 49, 55, 59, 60, 67, 69, 70, 73, 76, 77]",14
114073704,2025-12-30,"[5, 6, 18, 20, 33, 36, 38, 44, 46, 47, 50, 52, 55, 62, 66, 69, 71, 72, 74, 80]",15
114073705,2025-12-30,"[1, 2, 3, 5, 6, 12, 14, 22, 28, 38, 43, 44, 50, 53, 59, 63, 72, 74, 76, 78]",16
114073706,2025-12-30,"[4, 5, 7, 8, 10, 15, 20, 23, 24, 28, 30, 35, 39, 42, 55, 57, 60, 65, 75, 76]",17
114073707,2025-12-30,"[3, 10, 16, 18, 24, 27, 31, 32, 42, 44, 62, 66, 67, 68, 69, 71, 75, 76, 79, 80]",18
114073708,2025-12-30,"[2, 3, 6, 7, 9, 12, 14, 23, 26, 37, 47, 49, 51, 56, 58, 60, 61, 69, 75, 78]",19
114073709,2025-12-30,"[3, 15, 20, 23, 25, 33, 37, 38, 39, 45, 46, 48, 51, 54, 56, 58, 74, 75, 79, 80]",20
114073710,2025-12-30,"[3, 6, 7, 9, 10, 13, 16, 23, 25, 33, 34, 44, 46, 48, 54, 55, 62, 66, 70, 71]",21
114073711,2025-12-30,"[1, 6, 10, 13, 16, 21, 24, 30, 32, 35, 39, 45, 51, 53, 56, 58, 63, 65, 72, 76]",22
114073712,2025-12-30,"[3, 9, 12, 18, 20, 22, 27, 29, 31, 35, 43, 45, 47, 51, 61, 64, 66, 70, 74, 80]",23
114073713,2025-12-30,"[2, 3, 4, 6, 9, 10, 13, 18, 37, 50, 51, 53, 55, 58, 59, 66, 68, 75, 77, 80]",24
114073714,2025-12-30,"[2, 5, 7, 15, 19, 27, 30, 34, 35, 41, 50, 55, 62, 65, 66, 68, 69, 70, 74, 78]",25
114073715,2025-12-30,"[5, 13, 16, 21, 22, 23, 27, 29, 30, 42, 46, 50, 52, 53, 54, 70, 71, 72, 73, 74]",26
114073716,2025-12-30,"[8, 10, 16, 20, 21, 30, 35, 36, 41, 45, 49, 51, 53, 55, 56, 59, 63, 65, 66, 73]",27
114073717,2025-12-30,"[11, 12, 15, 16, 17, 18, 31, 38, 39, 42, 46, 51, 52, 54, 56, 57, 60, 67, 71, 78]",28
114073718,2025-12-30,"[2, 3, 5, 9, 10, 12, 17, 26, 36, 39, 41, 44, 45, 48, 50, 55, 60, 62, 76, 78]",29
114073719,2025-12-30,"[3, 4, 5, 7, 11, 12, 25, 26, 28, 35, 37, 39, 41, 44, 47, 56, 58, 65, 68, 74]",30
114073720,2025-12-30,"[20, 25, 28, 36, 39, 45, 46, 49, 51, 52, 56, 57, 62, 64, 68, 72, 75, 77, 78, 79]",31
114073721,2025-12-30,"[8, 9, 10, 11, 20, 22, 32, 33, 36, 37, 42, 49, 51, 53, 56, 60, 64, 69, 72, 78]",32
114073722,2025-12-30,"[6, 8, 9, 10, 17, 18, 22, 25, 27, 28, 38, 56, 58, 61, 65, 67, 73, 75, 78, 79]",33
114073723,2025-12-30,"[5, 6, 13, 15, 17, 18, 21, 25, 26, 28, 33, 34, 38, 56, 62, 66, 68, 70, 76, 80]",34
114073724,2025-12-30,"[6, 9, 17, 18, 19, 20, 21, 25, 29, 35, 45, 49, 55, 56, 63, 67, 68, 71, 72, 77]",35
114073725,2025-12-30,"[7, 14, 15, 19, 24, 35, 43, 45, 50, 52, 56, 58, 67, 72, 73, 74, 75, 77, 79, 80]",36
114073726,2025-12-30,"[6, 8, 11, 16, 19, 23, 30, 31, 33, 35, 36, 49, 52, 57, 58, 61, 70, 75, 79, 80]",37
114073727,2025-12-30,"[4, 7, 11, 16, 19, 25, 28, 30, 43, 48, 52, 55, 57, 60, 67, 72, 73, 75, 77, 78]",38
114073728,2025-12-30,"[1, 6, 11, 16, 22, 24, 27, 30, 38, 44, 45, 47, 54, 62, 63, 65, 69, 70, 73, 75]",39
114073729,2025-12-30,"[11, 15, 20, 21, 22, 27, 30, 32, 39, 45, 52, 55, 56, 58, 61, 62, 63, 65, 73, 75]",40
114073730,2025-12-30,"[5, 14, 18, 20, 21, 22, 28, 32, 45, 47, 49, 50, 52, 53, 59, 65, 68, 70, 77, 79]",41
114073731,2025-12-30,"[3, 5, 9, 12, 15, 23, 25, 29, 31, 35, 40, 44, 45, 47, 61, 63, 68, 69, 74, 79]",42
114073732,2025-12-30,"[2, 3, 16, 18, 21, 25, 28, 32, 36, 40, 42, 48, 53, 58, 59, 61, 65, 69, 75, 79]",43
114073733,2025-12-30,"[4, 5, 13, 18, 20, 26, 29, 31, 32, 46, 47, 48, 50, 53, 56, 58, 62, 64, 73, 76]",44
114073734,2025-12-30,"[1, 2, 3, 5, 9, 13, 15, 19, 21, 22, 28, 30, 34, 37, 39, 55, 58, 65, 69, 74]",45
114073735,2025-12-30,"[3, 9, 21, 27, 28, 34, 38, 39, 42, 47, 49, 51, 54, 62, 67, 73, 77, 78, 79, 80]",46
114073736,2025-12-30,"[5, 9, 19, 20, 24, 25, 27, 28, 29, 39, 42, 44, 51, 52, 53, 55, 63, 64, 65, 66]",47
114073737,2025-12-30,"[3, 6, 7, 9, 10, 13, 14, 15, 22, 24, 28, 43, 45, 48, 54, 58, 59, 64, 69, 73]",48
114073738,2025-12-30,"[1, 7, 11, 16, 19, 23, 33, 34, 36, 50, 51, 54, 58, 62, 64, 67, 69, 73, 74, 80]",49
114073739,2025-12-30,"[1, 3, 5, 6, 8, 10, 14, 18, 27, 28, 29, 35, 38, 41, 47, 49, 51, 65, 75, 79]",50
114073740,2025-12-30,"[4, 5, 10, 15, 16, 17, 18, 21, 24, 27, 35, 36, 39, 42, 44, 50, 54, 58, 63, 75]",51
114073741,2025-12-30,"[4, 7, 9, 12, 13, 16, 20, 22, 25, 33, 36, 42, 50, 52, 60, 63, 65, 68, 76, 80]",52
114073742,2025-12-30,"[3, 4, 6, 13, 17, 20, 22, 28, 30, 31, 35, 48, 50, 52, 56, 59, 67, 68, 69, 76]",53
114073743,2025-12-30,"[1, 13, 21, 28, 31, 33, 37, 40, 42, 43, 44, 47, 50, 51, 52, 53, 55, 71, 74, 80]",54
114073744,2025-12-30,"[1, 6, 7, 8, 9, 18, 30, 34, 36, 37, 39, 44, 47, 49, 51, 58, 59, 66, 74, 78]",55
114073745,2025-12-30,"[3, 4, 7, 8, 10, 12, 13, 25, 36, 37, 40, 45, 49, 56, 57, 63, 64, 66, 72, 80]",56
114073746,2025-12-30,"[4, 13, 20, 24, 27, 32, 33, 36, 43, 49, 50, 54, 55, 58, 59, 68, 70, 72, 79, 80]",57
114073747,2025-12-30,"[3, 5, 11, 15, 19, 23, 25, 29, 32, 37, 51, 53, 56, 57, 60, 65, 68, 70, 72, 78]",58
114073748,2025-12-30,"[1, 6, 7, 8, 14, 20, 22, 28, 30, 32, 36, 39, 43, 50, 53, 56, 63, 70, 71, 80]",59
114073749,2025-12-30,"[1, 8, 12, 15, 24, 29, 32, 34, 36, 38, 40, 42, 45, 46, 47, 50, 54, 55, 66, 67]",60
114073750,2025-12-30,"[1, 2, 5, 8, 19, 21, 26, 30, 41, 46, 50, 52, 55, 59, 61, 62, 67, 68, 71, 75]",61
114073751,2025-12-30,"[2, 11, 12, 14, 15, 16, 20, 21, 22, 30, 34, 36, 47, 58, 60, 62, 65, 67, 69, 75]",62
114073752,2025-12-30,"[14, 17, 18, 23, 25, 26, 29, 30, 34, 35, 39, 40, 50, 52, 54, 68, 70, 71, 72, 79]",63
114073753,2025-12-30,"[6, 7, 12, 16, 18, 27, 28, 38, 39, 41, 48, 52, 56, 63, 64, 66, 73, 76, 77, 80]",64
114073754,2025-12-30,"[3, 7, 9, 10, 12, 14, 22, 23, 25, 32, 33, 43, 46, 49, 52, 53, 64, 65, 75, 76]",65
114073755,2025-12-30,"[1, 5, 11, 16, 19, 27, 35, 38, 40, 41, 42, 44, 52, 55, 56, 58, 60, 62, 67, 73]",66
114073756,2025-12-30,"[2, 3, 11, 12, 13, 20, 25, 31, 42, 44, 47, 53, 55, 56, 58, 61, 70, 73, 77, 78]",67
114073757,2025-12-30,"[2, 4, 12, 16, 18, 20, 24, 26, 27, 29, 32, 38, 46, 49, 52, 54, 62, 68, 72, 73]",68
114073758,2025-12-30,"[3, 4, 5, 10, 13, 15, 18, 25, 32, 35, 39, 40, 43, 47, 50, 54, 61, 64, 71, 80]",69
114073759,2025-12-30,"[1, 2, 4, 5, 7, 12, 24, 32, 40, 41, 43, 49, 53, 57, 64, 65, 66, 72, 74, 76]",70
114073760,2025-12-30,"[9, 11, 18, 19, 21, 24, 25, 40, 45, 53, 54, 55, 56, 60, 66, 68, 75, 76, 77, 80]",71
114073761,2025-12-30,"[4, 5, 7, 8, 12, 17, 22, 33, 35, 38, 39, 40, 47, 56, 59, 61, 62, 71, 74, 79]",72
114073762,2025-12-30,"[10, 18, 21, 22, 33, 42, 43, 44, 52, 55, 59, 62, 71, 73, 74, 75, 76, 77, 78, 79]",73
114073763,2025-12-30,"[1, 3, 4, 7, 8, 12, 18, 19, 21, 29, 31, 41, 42, 44, 52, 67, 68, 75, 78, 80]",74
114073764,2025-12-30,"[2, 12, 13, 15, 16, 17, 19, 20, 27, 30, 32, 34, 41, 43, 44, 51, 54, 66, 68, 79]",75
114073765,2025-12-30,"[2, 3, 6, 9, 10, 11, 12, 13, 20, 22, 27, 28, 40, 45, 49, 54, 57, 58, 68, 70]",76
114073766,2025-12-30,"[10, 14, 15, 27, 33, 37, 38, 39, 40, 42, 45, 48, 55, 56, 60, 62, 64, 67, 70, 75]",77
114073767,2025-12-30,"[12, 13, 16, 20, 22, 31, 32, 36, 37, 38, 40, 42, 44, 48, 49, 52, 59, 64, 66, 71]",78
114073768,2025-12-30,"[1, 4, 8, 9, 12, 16, 24, 31, 37, 41, 42, 45, 49, 51, 58, 60, 61, 74, 79, 80]",79
114073769,2025-12-30,"[1, 2, 10, 13, 16, 21, 29, 31, 34, 38, 45, 47, 50, 51, 52, 56, 61, 70, 73, 76]",80
114073770,2025-12-30,"[6, 8, 11, 15, 18, 21, 22, 30, 31, 33, 34, 45, 50, 52, 62, 72, 73, 76, 78, 79]",81
114073771,2025-12-30,"[12, 13, 15, 16, 17, 20, 21, 22, 30, 38, 41, 42, 49, 52, 56, 58, 61, 64, 67, 78]",82
114073772,2025-12-30,"[1, 8, 9, 16, 19, 22, 25, 26, 32, 34, 46, 48, 56, 57, 58, 62, 67, 73, 75, 77]",83
114073773,2025-12-30,"[2, 4, 12, 16, 19, 26, 28, 29, 32, 40, 46, 47, 51, 57, 58, 67, 70, 74, 76, 77]",84
114073774,2025-12-30,"[4, 7, 11, 16, 18, 19, 25, 31, 32, 33, 35, 40, 43, 44, 48, 49, 62, 64, 67, 76]",85
114073775,2025-12-30,"[5, 6, 9, 11, 12, 18, 23, 30, 31, 40, 45, 47, 49, 55, 56, 59, 66, 71, 75, 78]",86
114073776,2025-12-30,"[1, 4, 5, 15, 16, 22, 23, 27, 28, 33, 34, 38, 40, 48, 53, 60, 71, 72, 76, 80]",87
114073777,2025-12-30,"[3, 5, 14, 15, 19, 24, 26, 29, 41, 42, 46, 56, 59, 60, 62, 64, 67, 75, 77, 79]",88
114073778,2025-12-30,"[10, 11, 14, 17, 20, 23, 26, 27, 29, 32, 38, 42, 43, 45, 57, 62, 63, 65, 73, 77]",89
114073779,2025-12-30,"[1, 2, 3, 5, 11, 12, 15, 35, 44, 46, 48, 54, 55, 62, 68, 70, 72, 74, 77, 80]",90
114073780,2025-12-30,"[1, 11, 15, 21, 25, 26, 32, 33, 34, 36, 37, 40, 45, 55, 60, 63, 64, 66, 76, 80]",91
114073781,2025-12-30,"[2, 7, 9, 10, 15, 16, 17, 19, 27, 43, 47, 51, 53, 54, 55, 59, 65, 67, 68, 72]",92
114073782,2025-12-30,"[4, 9, 12, 13, 16, 19, 21, 22, 28, 30, 31, 40, 46, 52, 56, 62, 66, 69, 75, 80]",93
114073783,2025-12-30,"[4, 6, 9, 10, 14, 18, 23, 25, 26, 31, 35, 46, 48, 52, 56, 61, 63, 64, 70, 77]",94
114073784,2025-12-30,"[1, 4, 8, 9, 13, 19, 28, 29, 30, 31, 44, 47, 51, 54, 57, 58, 63, 68, 69, 80]",95
114073785,2025-12-30,"[5, 9, 10, 16, 17, 20, 21, 23, 24, 27, 30, 35, 37, 38, 40, 45, 49, 57, 58, 73]",96
114073786,2025-12-30,"[3, 11, 14, 17, 20, 22, 23, 26, 29, 33, 41, 45, 48, 58, 62, 64, 66, 68, 73, 74]",97
114073787,2025-12-30,"[8, 11, 16, 22, 30, 31, 32, 33, 35, 36, 37, 51, 52, 54, 56, 57, 63, 64, 74, 80]",98
114073788,2025-12-30,"[2, 3, 7, 9, 15, 19, 20, 37, 38, 39, 40, 41, 44, 46, 47, 48, 63, 65, 68, 71]",99
114073789,2025-12-30,"[1, 2, 8, 11, 13, 15, 16, 18, 32, 33, 45, 48, 52, 57, 63, 65, 67, 73, 74, 79]",100
114073790,2025-12-30,"[5, 8, 9, 10, 18, 20, 31, 33, 39, 43, 48, 49, 58, 60, 63, 64, 65, 66, 69, 79]",101
114073791,2025-12-30,"[2, 3, 4, 7, 9, 11, 14, 16, 21, 23, 24, 27, 30, 34, 40, 46, 56, 64, 79, 80]",102
114073792,2025-12-30,"[3, 6, 7, 8, 9, 10, 16, 25, 31, 32, 46, 49, 51, 58, 64, 66, 68, 69, 75, 79]",103
114073793,2025-12-30,"[17, 18, 19, 20, 26, 32, 38, 40, 42, 49, 52, 53, 54, 56, 57, 62, 64, 67, 72, 73]",104
114073794,2025-12-30,"[2, 6, 8, 12, 17, 20, 21, 29, 33, 38, 39, 40, 42, 43, 47, 53, 61, 63, 65, 66]",105
114073795,2025-12-30,"[3, 14, 18, 22, 25, 26, 27, 29, 30, 31, 35, 51, 52, 56, 61, 65, 67, 68, 79, 80]",106
114073796,2025-12-30,"[1, 4, 13, 18, 21, 29, 31, 35, 38, 40, 53, 54, 58, 59, 65, 66, 68, 70, 72, 78]",107
114073797,2025-12-30,"[1, 8, 12, 19, 21, 31, 32, 44, 45, 46, 48, 49, 50, 52, 53, 57, 59, 63, 71, 78]",108
114073798,2025-12-30,"[1, 3, 4, 7, 9, 19, 34, 35, 39, 40, 44, 48, 51, 52, 53, 62, 66, 68, 69, 79]",109
114073799,2025-12-30,"[1, 3, 14, 21, 25, 29, 36, 37, 42, 50, 52, 53, 57, 62, 67, 68, 69, 71, 73, 80]",110
114073800,2025-12-30,"[7, 11, 13, 17, 18, 21, 22, 26, 28, 31, 46, 49, 51, 53, 54, 56, 57, 58, 59, 69]",111
114073801,2025-12-30,"[10, 12, 14, 29, 30, 32, 34, 37, 38, 41, 46, 48, 55, 60, 65, 69, 73, 77, 78, 79]",112
114073802,2025-12-30,"[1, 2, 3, 4, 12, 14, 21, 23, 30, 37, 46, 51, 57, 59, 60, 63, 69, 70, 71, 78]",113
114073803,2025-12-30,"[3, 5, 16, 17, 19, 20, 31, 32, 36, 38, 45, 46, 47, 50, 54, 58, 59, 66, 71, 77]",114
114073804,2025-12-30,"[8, 21, 23, 24, 25, 27, 28, 37, 38, 39, 43, 44, 47, 52, 54, 64, 65, 66, 67, 75]",115
114073805,2025-12-30,"[1, 10, 11, 17, 19, 22, 23, 26, 30, 31, 32, 33, 45, 47, 53, 55, 56, 59, 64, 70]",116
114073806,2025-12-30,"[7, 8, 9, 10, 18, 28, 30, 31, 33, 37, 41, 42, 43, 47, 60, 66, 69, 70, 72, 74]",117
114073807,2025-12-30,"[1, 20, 22, 26, 27, 29, 31, 32, 34, 42, 43, 46, 48, 49, 50, 51, 63, 73, 76, 79]",118
114073808,2025-12-30,"[13, 17, 22, 23, 24, 29, 31, 39, 44, 45, 51, 52, 54, 59, 61, 64, 68, 72, 75, 80]",119
114073809,2025-12-30,"[1, 8, 16, 21, 26, 36, 40, 41, 42, 43, 44, 45, 48, 49, 52, 56, 62, 64, 77, 78]",120
114073810,2025-12-30,"[9, 10, 11, 12, 15, 19, 20, 23, 25, 37, 40, 47, 50, 56, 67, 68, 71, 72, 74, 80]",121
114073811,2025-12-30,"[2, 3, 4, 7, 8, 19, 20, 22, 23, 25, 33, 36, 40, 42, 48, 49, 63, 64, 65, 69]",122
114073812,2025-12-30,"[6, 8, 12, 19, 24, 27, 39, 42, 44, 48, 49, 55, 57, 62, 63, 67, 74, 75, 77, 79]",123
114073813,2025-12-30,"[5, 8, 22, 28, 29, 31, 32, 35, 36, 41, 50, 59, 61, 63, 64, 66, 67, 72, 76, 80]",124
114073814,2025-12-30,"[3, 4, 7, 9, 10, 11, 14, 15, 16, 20, 21, 23, 24, 26, 46, 47, 56, 61, 71, 72]",125
114073815,2025-12-30,"[5, 16, 17, 20, 22, 24, 31, 33, 35, 38, 41, 42, 48, 54, 59, 66, 67, 70, 77, 79]",126
114073816,2025-12-30,"[5, 6, 7, 10, 18, 22, 31, 32, 33, 34, 39, 43, 48, 49, 52, 54, 56, 64, 65, 79]",127
114073817,2025-12-30,"[1, 12, 17, 18, 23, 24, 30, 31, 33, 36, 40, 51, 54, 55, 58, 65, 68, 69, 74, 77]",128
114073818,2025-12-30,"[16, 17, 21, 29, 34, 36, 39, 41, 45, 51, 52, 54, 57, 64, 65, 68, 69, 70, 71, 72]",129
114073819,2025-12-30,"[2, 7, 14, 15, 17, 22, 25, 26, 36, 38, 46, 47, 48, 53, 61, 65, 66, 73, 75, 78]",130
114073820,2025-12-30,"[3, 6, 13, 17, 23, 27, 34, 35, 36, 38, 44, 47, 55, 63, 65, 68, 70, 71, 74, 77]",131
114073821,2025-12-30,"[11, 15, 27, 29, 30, 40, 42, 45, 46, 47, 48, 51, 56, 58, 72, 75, 76, 77, 78, 80]",132
114073822,2025-12-30,"[2, 3, 12, 17, 18, 26, 35, 40, 42, 46, 51, 52, 57, 60, 66, 70, 72, 75, 78, 79]",133
114073823,2025-12-30,"[3, 19, 20, 24, 29, 30, 33, 34, 35, 37, 41, 51, 53, 54, 64, 70, 71, 74, 78, 79]",134
114073824,2025-12-30,"[1, 6, 7, 19, 20, 22, 31, 34, 37, 39, 45, 47, 51, 52, 57, 59, 61, 63, 68, 72]",135
114073825,2025-12-30,"[3, 16, 18, 20, 30, 34, 42, 44, 46, 49, 50, 52, 54, 55, 56, 64, 67, 75, 78, 79]",136
114073826,2025-12-30,"[6, 8, 15, 18, 20, 22, 29, 32, 36, 38, 39, 40, 41, 46, 50, 62, 69, 70, 78, 79]",137
114073827,2025-12-30,"[1, 3, 5, 6, 19, 20, 21, 22, 25, 26, 29, 31, 37, 46, 58, 59, 60, 70, 79, 80]",138
114073828,2025-12-30,"[2, 9, 10, 11, 14, 17, 22, 29, 32, 34, 40, 41, 42, 46, 54, 59, 60, 66, 74, 80]",139
114073829,2025-12-30,"[4, 10, 18, 22, 24, 25, 28, 34, 35, 36, 37, 42, 46, 47, 53, 59, 65, 67, 77, 79]",140
114073830,2025-12-30,"[1, 6, 18, 20, 22, 24, 26, 38, 39, 46, 47, 51, 53, 55, 56, 61, 63, 69, 71, 76]",141
114073831,2025-12-30,"[9, 11, 16, 22, 24, 25, 31, 33, 37, 38, 41, 42, 47, 52, 53, 55, 57, 69, 76, 80]",142
114073832,2025-12-30,"[2, 3, 4, 5, 7, 8, 13, 17, 22, 31, 32, 33, 37, 42, 53, 58, 63, 68, 73, 78]",143
114073833,2025-12-30,"[9, 10, 15, 29, 36, 41, 45, 47, 50, 55, 56, 57, 60, 61, 62, 63, 67, 71, 74, 77]",144
114073834,2025-12-30,"[6, 7, 8, 9, 15, 23, 25, 27, 30, 32, 47, 48, 49, 58, 62, 68, 71, 72, 75, 77]",145
114073835,2025-12-30,"[3, 6, 13, 16, 18, 21, 24, 28, 35, 41, 42, 43, 47, 51, 52, 53, 57, 64, 67, 73]",146
114073836,2025-12-30,"[5, 10, 12, 13, 15, 24, 27, 34, 43, 44, 46, 48, 49, 55, 57, 59, 65, 70, 77, 78]",147
114073837,2025-12-30,"[2, 6, 9, 13, 19, 29, 32, 36, 42, 45, 47, 48, 57, 61, 62, 64, 67, 70, 76, 79]",148
114073838,2025-12-30,"[2, 4, 9, 11, 16, 19, 29, 37, 38, 43, 45, 48, 55, 56, 60, 63, 66, 67, 73, 80]",149
