遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12,獎號13,獎號14,獎號15,獎號16,獎號17,獎號18,獎號19,獎號20,超級獎號,猜大小,猜單雙
賓果賓果,115005925,2026/01/30,229600,9184,170750,2,6,9,17,30,40,44,45,48,49,51,52,58,60,64,66,71,75,79,80,71,大,－
賓果賓果,115005926,2026/01/30,233175,9327,85150,4,7,8,9,17,21,22,26,31,36,43,50,55,56,59,60,62,66,70,73,07,－,－
賓果賓果,115005927,2026/01/30,230775,9231,623575,1,2,3,4,5,11,21,22,26,32,48,54,55,56,59,61,62,68,71,79,03,－,－
賓果賓果,115005928,2026/01/30,245225,9809,96300,8,11,15,17,18,23,27,28,37,38,39,44,48,59,62,65,66,71,72,76,39,－,－
賓果賓果,115005929,2026/01/30,263325,10533,203225,11,12,15,19,24,31,32,43,45,46,52,53,57,58,59,66,70,75,77,80,11,大,－
賓果賓果,115005930,2026/01/30,257125,10285,93325,1,3,4,15,18,20,22,23,25,28,30,35,45,49,50,55,61,66,67,68,67,－,－
賓果賓果,115005931,2026/01/30,281700,11268,80750,1,12,13,17,23,28,29,40,43,48,49,51,52,53,59,62,65,68,70,74,68,－,－
賓果賓果,115005932,2026/01/30,291600,11664,89725,1,6,7,10,12,15,17,20,21,24,25,38,45,49,51,53,58,64,73,79,15,－,－
賓果賓果,115005933,2026/01/30,328825,13153,120825,3,5,7,12,14,25,29,32,33,35,40,48,59,61,62,64,69,73,74,80,05,－,－
賓果賓果,115005934,2026/01/30,366750,14670,142750,1,19,25,26,29,30,31,45,46,47,52,54,56,60,61,66,70,72,74,79,60,大,－
賓果賓果,115005935,2026/01/30,405775,16231,687025,11,13,14,17,19,20,21,31,33,35,36,41,42,43,44,49,51,53,54,59,17,－,單
賓果賓果,115005936,2026/01/30,251300,10052,134250,2,4,6,8,9,14,18,21,36,38,39,41,42,49,53,54,56,65,74,76,53,－,雙
賓果賓果,115005937,2026/01/30,238225,9529,88525,1,2,7,11,14,19,20,27,30,38,45,52,55,56,57,65,66,72,75,79,02,－,－
賓果賓果,115005938,2026/01/30,243500,9740,133375,6,7,9,15,22,24,25,27,29,31,32,39,40,46,47,50,54,60,62,78,31,小,－
賓果賓果,115005939,2026/01/30,245375,9815,155700,3,11,20,27,29,33,44,46,48,56,59,63,66,67,69,72,74,75,77,78,77,大,－
賓果賓果,115005940,2026/01/30,258450,10338,125600,7,8,9,16,28,30,33,38,39,41,43,48,60,67,68,72,73,75,77,78,75,－,－
賓果賓果,115005941,2026/01/30,256225,10249,128925,8,13,21,23,24,27,29,30,34,35,44,45,46,47,55,56,58,59,72,77,13,－,－
賓果賓果,115005942,2026/01/30,275500,11020,347125,3,5,8,10,12,18,22,34,41,51,52,55,63,68,71,75,77,78,79,80,34,－,－
賓果賓果,115005943,2026/01/30,289325,11573,282225,2,11,13,19,25,26,35,37,39,41,45,48,49,50,53,55,59,72,75,79,72,－,單
賓果賓果,115005944,2026/01/30,276775,11071,447400,10,11,14,24,25,29,31,37,45,49,58,60,61,67,68,69,71,72,73,77,10,－,單
賓果賓果,115005945,2026/01/30,292500,11700,112500,4,6,10,13,16,17,23,33,36,42,52,59,62,65,66,67,69,72,73,79,36,－,－
賓果賓果,115005946,2026/01/30,273525,10941,131125,3,10,11,13,17,18,19,33,40,44,45,47,49,51,53,57,65,73,74,80,10,－,單
賓果賓果,115005947,2026/01/30,283000,11320,190325,1,5,9,10,12,14,18,22,23,32,42,43,44,47,49,53,66,72,77,78,42,－,－
賓果賓果,115005948,2026/01/30,270750,10830,114250,2,5,14,19,24,26,32,38,43,44,45,48,49,51,52,66,69,70,73,77,44,－,－
賓果賓果,115005949,2026/01/30,306200,12248,107425,3,7,9,18,20,21,27,30,32,38,40,41,42,58,59,62,69,70,71,74,18,－,－
賓果賓果,115005950,2026/01/30,307800,12312,97175,2,4,8,14,15,17,20,26,27,30,31,32,52,53,57,60,69,70,74,77,74,－,－
賓果賓果,115005951,2026/01/30,318125,12725,124600,2,4,5,6,9,11,17,23,32,36,46,51,53,55,56,68,70,71,73,78,02,－,－
賓果賓果,115005952,2026/01/30,321150,12846,142875,3,4,5,8,9,12,17,26,31,34,35,38,41,42,45,47,51,55,62,77,77,－,－
賓果賓果,115005953,2026/01/30,318400,12736,134825,4,8,10,16,19,23,30,33,38,39,48,49,53,54,59,60,66,68,69,77,08,－,－
賓果賓果,115005954,2026/01/30,301625,12065,133600,3,7,9,11,18,20,24,31,40,43,44,48,50,55,57,60,76,77,78,79,76,－,－
賓果賓果,115005955,2026/01/30,305300,12212,150775,3,9,12,14,16,19,21,28,33,41,43,48,49,54,55,57,64,66,69,75,66,－,－
賓果賓果,115005956,2026/01/30,317700,12708,135275,1,3,4,9,10,11,15,18,28,31,37,38,50,52,54,55,64,66,67,69,09,－,－
賓果賓果,115005957,2026/01/30,336050,13442,303525,13,26,35,37,39,40,48,49,50,51,53,58,61,66,67,70,72,74,77,79,40,大,－
賓果賓果,115005958,2026/01/30,317350,12694,303075,2,4,5,9,12,14,16,17,21,23,24,32,33,38,41,49,63,64,70,77,16,小,－
賓果賓果,115005959,2026/01/30,306525,12261,142300,2,4,5,8,14,15,16,17,24,32,33,35,41,52,54,55,59,60,69,71,02,－,－
賓果賓果,115005960,2026/01/30,384725,15389,594375,2,9,27,30,37,39,40,49,51,54,55,56,57,58,59,61,65,68,70,76,39,大,－
賓果賓果,115005961,2026/01/30,307025,12281,185975,4,12,17,18,19,22,28,32,35,36,37,47,54,56,64,65,68,71,72,76,64,－,雙
賓果賓果,115005962,2026/01/30,274925,10997,124450,1,6,8,14,16,18,23,25,30,32,41,44,48,55,57,61,65,68,74,78,55,－,－
賓果賓果,115005963,2026/01/30,357700,14308,203675,1,7,8,13,16,23,25,26,30,35,36,37,40,51,62,67,72,75,79,80,36,小,－
賓果賓果,115005964,2026/01/30,260925,10437,232950,1,2,3,7,11,15,22,29,30,33,34,40,48,51,52,56,58,72,75,78,33,－,－
賓果賓果,115005965,2026/01/30,264525,10581,506375,1,3,8,9,11,13,23,24,31,32,33,40,42,51,57,61,73,75,76,80,33,－,單
賓果賓果,115005966,2026/01/30,268525,10741,119550,3,5,8,11,14,18,21,25,30,37,40,41,43,50,53,60,62,65,77,80,18,－,－
賓果賓果,115005967,2026/01/30,267275,10691,850350,5,13,27,30,44,45,55,56,58,59,65,66,67,68,69,71,72,73,74,76,27,大,－
賓果賓果,115005968,2026/01/30,264075,10563,150175,5,11,13,14,15,19,22,28,34,36,37,38,40,47,50,51,55,67,74,76,74,小,－
賓果賓果,115005969,2026/01/30,255925,10237,154725,2,8,10,14,16,26,34,39,41,44,49,50,52,57,58,59,63,66,68,79,16,－,雙
賓果賓果,115005970,2026/01/30,262325,10493,107250,1,3,9,11,15,19,24,25,26,38,40,43,45,53,55,56,64,68,71,72,09,－,－
賓果賓果,115005971,2026/01/30,261700,10468,111900,3,7,8,10,16,18,28,30,40,42,47,52,53,55,62,63,64,66,71,79,55,－,－
賓果賓果,115005972,2026/01/30,273400,10936,240100,8,11,15,16,26,27,32,40,44,49,52,56,61,70,72,75,76,78,79,80,61,－,雙
賓果賓果,115005973,2026/01/30,297125,11885,101975,2,4,13,14,18,23,31,35,39,41,42,44,48,55,62,66,68,69,71,77,35,－,－
賓果賓果,115005974,2026/01/30,282500,11300,185700,4,6,19,23,30,32,36,46,48,49,52,55,59,62,63,65,73,74,76,77,23,大,－
賓果賓果,115005975,2026/01/30,293050,11722,142300,5,8,16,17,29,31,33,34,35,36,40,47,48,53,57,68,74,76,78,79,68,－,－
賓果賓果,115005976,2026/01/30,285000,11400,386675,1,2,3,4,5,7,16,17,21,22,24,25,27,31,37,42,45,48,54,71,16,小,－
賓果賓果,115005977,2026/01/30,307300,12292,88925,5,19,20,23,24,29,32,37,38,39,46,47,52,56,62,66,71,75,78,80,46,－,－
賓果賓果,115005978,2026/01/30,290125,11605,119050,5,6,12,16,24,26,27,33,34,35,39,42,44,48,49,51,54,57,60,69,57,－,－
賓果賓果,115005979,2026/01/30,294250,11770,163475,12,15,21,24,27,40,42,43,50,51,52,57,59,63,64,66,69,72,75,77,15,大,－
賓果賓果,115005980,2026/01/30,304000,12160,202400,1,3,7,14,15,23,25,34,43,44,56,57,61,64,65,71,72,73,74,77,74,－,單
賓果賓果,115005981,2026/01/30,307125,12285,281300,1,3,7,10,14,18,22,26,43,44,45,57,61,62,65,66,71,72,79,80,71,－,－
賓果賓果,115005982,2026/01/30,304875,12195,300250,2,7,8,13,21,25,38,43,48,50,56,57,58,61,64,66,68,72,78,79,68,大,－
賓果賓果,115005983,2026/01/30,307525,12301,273675,1,2,3,7,18,21,22,23,24,25,34,39,45,46,50,51,57,58,68,70,25,－,－
賓果賓果,115005984,2026/01/30,310325,12413,238100,1,2,8,10,18,22,26,28,29,30,31,35,39,46,54,55,58,59,65,75,08,小,－
賓果賓果,115005985,2026/01/30,305950,12238,215925,1,3,13,20,23,33,34,38,42,43,44,45,48,58,62,63,65,66,74,76,63,－,－
賓果賓果,115005986,2026/01/30,312000,12480,116925,2,8,13,14,23,30,33,34,36,39,45,50,53,54,66,67,71,72,74,78,74,－,－
賓果賓果,115005987,2026/01/30,349525,13981,231900,1,2,7,12,15,22,23,24,34,35,38,39,41,45,49,60,64,66,74,77,66,－,－
賓果賓果,115005988,2026/01/30,353650,14146,139225,9,11,12,16,17,18,31,34,36,41,51,56,58,61,64,68,69,75,76,80,11,－,－
賓果賓果,115005989,2026/01/30,346150,13846,115675,2,4,6,17,21,22,25,30,33,36,46,47,49,53,56,57,58,67,73,74,17,－,－
賓果賓果,115005990,2026/01/30,359925,14397,130900,1,2,5,16,19,20,22,33,35,37,43,52,54,55,56,62,65,68,73,79,20,－,－
賓果賓果,115005991,2026/01/30,352300,14092,144275,2,11,15,17,23,28,30,33,35,38,39,41,43,47,50,53,63,70,76,78,63,－,－
賓果賓果,115005992,2026/01/30,372225,14889,329225,1,2,11,12,14,15,21,25,39,43,45,47,52,57,59,64,70,72,75,79,70,－,單
賓果賓果,115005993,2026/01/30,327450,13098,114500,4,9,10,12,15,20,24,33,37,42,46,47,52,55,58,64,71,74,75,79,24,－,－
賓果賓果,115005994,2026/01/30,332750,13310,228125,2,3,4,8,10,18,23,24,32,34,35,39,45,46,48,67,71,73,75,80,08,－,－
賓果賓果,115005995,2026/01/30,364625,14585,207425,4,9,13,16,18,20,21,42,43,49,58,61,62,65,69,70,73,76,78,79,13,大,－
賓果賓果,115005996,2026/01/30,334225,13369,168975,5,7,10,15,23,24,25,28,32,40,42,49,51,53,60,67,68,71,73,75,49,－,－
賓果賓果,115005997,2026/01/30,323975,12959,160150,4,6,8,10,12,17,28,32,37,38,42,48,54,60,62,67,69,75,76,77,75,－,雙
賓果賓果,115005998,2026/01/30,389850,15594,140275,2,5,7,13,16,17,18,21,24,27,35,39,45,50,64,68,72,74,76,80,21,－,－
賓果賓果,115005999,2026/01/30,344975,13799,121350,12,14,24,26,31,37,39,40,42,43,49,51,53,54,57,59,69,70,73,74,49,－,－
賓果賓果,115006000,2026/01/30,351000,14040,145850,5,16,18,25,32,33,34,36,42,45,50,56,63,66,68,69,72,73,76,77,63,－,－
賓果賓果,115006001,2026/01/30,363025,14521,142225,1,3,8,9,12,25,26,31,33,36,37,55,56,60,62,66,69,70,75,79,66,－,－
賓果賓果,115006002,2026/01/30,363700,14548,278425,2,8,15,18,24,30,33,38,39,44,53,55,60,65,67,68,70,71,76,80,33,－,－
賓果賓果,115006003,2026/01/30,370925,14837,167625,2,7,20,21,22,24,25,28,32,35,38,42,44,51,60,61,63,66,68,73,73,－,－
賓果賓果,115006004,2026/01/30,381250,15250,158150,8,14,19,20,23,24,34,35,38,39,43,44,47,51,58,62,67,72,77,80,38,－,－
賓果賓果,115006005,2026/01/30,357250,14290,100750,5,7,12,13,17,28,31,33,34,40,47,48,51,59,60,62,72,73,74,78,48,－,－
賓果賓果,115006006,2026/01/30,363925,14557,131475,9,12,16,18,20,26,28,29,49,51,55,56,59,60,61,62,63,66,73,74,26,－,－
賓果賓果,115006007,2026/01/30,424125,16965,185800,15,19,21,22,24,25,27,29,30,33,40,42,45,57,59,65,72,74,77,78,59,－,－
賓果賓果,115006008,2026/01/30,431800,17272,122575,3,12,15,19,24,26,28,30,35,39,40,42,43,44,57,61,66,72,78,80,26,－,－
賓果賓果,115006009,2026/01/30,443350,17734,233175,1,5,9,10,11,19,25,26,27,35,38,41,45,46,50,52,62,66,68,70,46,－,－
賓果賓果,115006010,2026/01/30,466225,18649,133000,2,9,10,11,12,20,21,26,31,36,41,49,50,60,63,64,65,68,69,75,20,－,－
賓果賓果,115006011,2026/01/30,457475,18299,135775,2,4,7,11,14,17,26,30,32,39,44,45,55,59,60,67,70,71,74,75,59,－,－
賓果賓果,115006012,2026/01/30,496250,19850,433975,10,12,21,22,25,26,29,30,32,44,46,49,51,52,56,64,67,68,72,77,51,－,雙
賓果賓果,115006013,2026/01/30,428550,17142,112400,5,6,14,15,16,22,29,31,32,36,37,38,45,48,49,50,57,64,65,73,57,－,－
賓果賓果,115006014,2026/01/30,424350,16974,190850,3,16,24,26,29,33,35,39,42,44,46,51,54,56,58,62,66,67,69,73,35,－,－
賓果賓果,115006015,2026/01/30,543850,21754,583225,3,7,17,19,22,25,27,28,32,33,34,37,38,41,44,47,50,66,69,70,44,小,－
賓果賓果,115006016,2026/01/30,446625,17865,166925,1,3,7,10,17,20,21,27,32,34,38,39,47,52,57,66,68,72,75,76,20,－,－
賓果賓果,115006017,2026/01/30,453100,18124,314975,8,14,17,21,23,24,33,35,37,40,42,44,46,47,49,59,73,77,78,79,33,－,－
賓果賓果,115006018,2026/01/30,502425,20097,134550,5,8,12,15,19,20,22,30,32,39,42,44,47,48,53,62,65,69,70,73,08,－,－
賓果賓果,115006019,2026/01/30,386050,15442,255700,3,8,13,16,21,22,24,30,31,33,41,43,54,55,59,69,74,76,77,78,33,－,－
賓果賓果,115006020,2026/01/30,371500,14860,160400,2,6,9,16,17,18,19,25,27,30,35,37,42,48,52,57,70,71,72,78,27,－,－
賓果賓果,115006021,2026/01/30,389425,15577,165750,3,4,7,8,10,16,28,29,32,34,37,42,44,45,51,52,59,61,74,80,04,－,－
賓果賓果,115006022,2026/01/30,395775,15831,195975,3,11,12,13,19,29,32,33,36,38,44,54,56,58,60,71,72,73,78,80,58,－,－
賓果賓果,115006023,2026/01/30,387425,15497,364050,10,17,25,32,35,36,38,41,42,44,50,52,55,56,59,66,67,68,73,74,56,大,－
賓果賓果,115006024,2026/01/30,380625,15225,326550,8,12,18,20,28,34,40,46,47,48,50,51,52,53,56,59,63,65,70,76,56,大,雙
賓果賓果,115006025,2026/01/30,386700,15468,250650,8,13,15,16,25,32,34,36,39,40,42,43,46,52,54,72,75,76,78,80,08,－,雙
賓果賓果,115006026,2026/01/30,395200,15808,201550,7,9,10,14,23,26,31,32,39,42,43,44,46,52,56,57,58,68,70,72,23,－,雙
賓果賓果,115006027,2026/01/30,459825,18393,107125,6,14,16,17,18,24,30,31,34,41,43,47,48,53,56,63,68,69,71,79,30,－,－
賓果賓果,115006028,2026/01/30,399400,15976,221800,2,4,8,10,18,23,26,27,29,39,42,50,56,58,66,69,73,74,75,78,23,－,雙
賓果賓果,115006029,2026/01/30,411550,16462,201700,4,5,9,10,11,17,25,27,32,34,44,52,54,55,60,61,67,71,73,78,44,－,－
賓果賓果,115006030,2026/01/30,378275,15131,142650,4,6,12,15,17,18,35,39,40,41,42,48,51,57,59,60,62,69,75,79,40,－,－
賓果賓果,115006031,2026/01/30,398050,15922,130475,16,17,19,21,24,30,34,39,49,50,51,53,56,66,69,71,72,75,76,78,39,－,－
賓果賓果,115006032,2026/01/30,398150,15926,219125,8,11,12,15,18,25,33,37,41,48,59,61,62,65,67,71,73,76,77,79,08,－,單
賓果賓果,115006033,2026/01/30,417050,16682,148925,4,5,6,8,13,15,21,24,33,37,43,52,54,56,57,60,63,65,78,80,78,－,－
賓果賓果,115006034,2026/01/30,397325,15893,111850,1,9,14,16,20,23,26,31,39,40,43,45,46,48,55,58,60,66,73,80,40,－,－
賓果賓果,115006035,2026/01/30,397000,15880,245725,2,5,13,15,25,26,28,29,30,39,42,43,47,52,53,56,62,64,68,70,39,－,－
賓果賓果,115006036,2026/01/30,402975,16119,107575,3,4,6,18,23,25,27,30,33,34,37,46,55,59,61,62,64,69,71,74,46,－,－
賓果賓果,115006037,2026/01/30,380500,15220,189700,2,9,11,12,23,24,27,28,32,43,48,49,56,59,60,62,63,65,76,79,23,－,－
賓果賓果,115006038,2026/01/30,383775,15351,303125,1,2,4,9,11,14,17,22,24,27,28,34,41,48,53,54,56,57,58,60,17,－,－
賓果賓果,115006039,2026/01/30,451700,18068,652075,1,4,5,8,12,14,15,19,22,24,25,28,37,41,42,45,58,60,67,75,15,小,－
賓果賓果,115006040,2026/01/30,415675,16627,209175,6,7,8,16,17,19,21,22,23,38,42,49,54,57,58,61,63,65,69,79,58,－,－
賓果賓果,115006041,2026/01/30,416350,16654,238125,2,5,9,13,14,15,18,19,28,50,55,58,59,63,66,72,74,78,79,80,55,－,－
賓果賓果,115006042,2026/01/30,401650,16066,505275,1,2,3,5,6,13,25,28,31,33,44,45,50,68,71,74,76,77,78,80,78,－,－
賓果賓果,115006043,2026/01/30,412825,16513,140025,4,6,7,14,17,20,31,36,39,45,49,51,60,62,64,66,68,74,78,79,74,－,－
賓果賓果,115006044,2026/01/30,387575,15503,143525,1,6,8,13,14,16,19,27,30,35,41,43,63,67,68,69,72,74,78,80,63,－,－
賓果賓果,115006045,2026/01/30,368525,14741,264725,7,14,15,19,20,29,33,34,36,38,39,40,41,45,56,63,67,68,69,70,33,－,－
賓果賓果,115006046,2026/01/30,378100,15124,136850,5,7,14,20,21,25,27,30,39,40,42,47,49,50,55,66,68,73,74,78,30,－,－
賓果賓果,115006047,2026/01/30,340475,13619,106850,2,3,12,16,17,19,31,32,34,45,46,48,55,58,65,66,67,72,74,80,31,－,－
賓果賓果,115006048,2026/01/30,337750,13510,124650,2,9,13,14,29,32,35,38,39,50,58,59,60,66,69,71,74,76,77,80,35,－,－
賓果賓果,115006049,2026/01/30,333650,13346,93600,2,9,10,13,20,22,27,30,33,36,37,39,46,50,54,61,66,67,70,71,02,－,－
賓果賓果,115006050,2026/01/30,346900,13876,172675,1,5,6,8,10,12,22,27,47,49,52,54,55,57,58,59,62,74,78,79,58,－,－
賓果賓果,115006051,2026/01/30,344700,13788,350725,5,9,16,20,28,36,40,43,45,47,50,53,57,59,60,62,64,66,68,76,64,大,－
賓果賓果,115006052,2026/01/30,344375,13775,301600,8,11,12,15,19,27,28,41,42,43,47,49,52,53,54,59,60,61,62,69,11,大,－
賓果賓果,115006053,2026/01/30,283475,11339,120200,4,5,8,14,18,20,23,25,27,28,30,36,50,53,57,58,60,67,69,78,27,－,－
賓果賓果,115006054,2026/01/30,315450,12618,116800,1,4,5,10,13,17,19,26,33,38,45,46,50,52,68,69,71,73,77,79,04,－,－
賓果賓果,115006055,2026/01/30,299425,11977,207775,1,3,4,5,8,10,12,14,21,24,33,44,48,49,53,54,56,57,64,77,57,－,－
賓果賓果,115006056,2026/01/30,282550,11302,156675,2,5,8,10,12,22,25,26,29,34,35,37,39,46,51,53,54,59,74,75,02,小,－
賓果賓果,115006057,2026/01/30,297125,11885,130100,1,8,12,13,15,18,19,20,25,27,32,34,48,52,59,60,67,72,75,80,13,－,－
賓果賓果,115006058,2026/01/30,288700,11548,214675,1,4,14,16,23,24,26,28,33,37,39,41,43,45,50,62,76,78,79,80,33,－,－
賓果賓果,115006059,2026/01/30,291075,11643,106750,1,15,16,20,21,27,31,32,36,39,40,42,45,53,54,58,70,72,73,79,16,－,－
賓果賓果,115006060,2026/01/30,311500,12460,352200,3,6,19,25,26,32,44,45,53,60,63,64,65,66,68,75,76,77,79,80,79,大,－
賓果賓果,115006061,2026/01/30,306725,12269,209875,5,10,13,14,16,21,23,26,27,29,30,32,33,37,44,48,50,53,64,79,26,小,－
賓果賓果,115006062,2026/01/30,310225,12409,100675,7,8,10,11,16,17,20,24,29,38,43,47,49,52,54,59,63,65,68,78,78,－,－
賓果賓果,115006063,2026/01/30,295275,11811,75325,1,4,7,10,13,16,24,31,32,36,37,39,41,53,62,65,66,70,72,74,70,－,－
賓果賓果,115006064,2026/01/30,302800,12112,202450,3,5,7,8,10,11,16,24,27,31,34,57,60,61,62,64,65,72,76,79,07,－,－
賓果賓果,115006065,2026/01/30,331300,13252,97025,4,5,8,12,13,14,17,28,31,32,35,39,45,49,50,51,61,66,67,71,49,－,－
賓果賓果,115006066,2026/01/30,343800,13752,99375,4,9,16,20,25,27,31,32,34,38,40,43,45,48,50,51,61,62,66,78,31,－,－
賓果賓果,115006067,2026/01/30,338900,13556,112375,5,9,13,16,19,22,26,29,34,39,45,54,55,57,60,63,65,66,75,80,26,－,－
賓果賓果,115006068,2026/01/30,368600,14744,145500,9,14,16,18,20,21,29,31,32,33,35,38,42,59,62,64,66,72,73,76,62,－,－
賓果賓果,115006069,2026/01/30,410075,16403,68125,9,10,17,18,23,25,26,30,36,37,44,45,51,58,68,71,73,75,77,78,37,－,－
賓果賓果,115006070,2026/01/30,512200,20488,108725,2,6,13,22,27,29,34,36,38,55,57,59,61,64,66,67,69,72,73,75,64,－,－
賓果賓果,115006071,2026/01/30,626525,25061,74525,7,8,15,20,24,29,33,34,38,42,44,49,52,55,60,61,63,65,69,71,52,－,－
賓果賓果,115006072,2026/01/30,631825,25273,222100,5,6,19,26,27,28,31,46,48,50,51,55,58,61,66,67,68,73,78,80,31,大,－
賓果賓果,115006073,2026/01/30,527075,21083,918275,4,5,6,11,15,16,20,25,31,35,42,51,64,65,67,69,71,73,76,79,05,－,單
賓果賓果,115006074,2026/01/30,252275,10091,148000,13,17,18,22,30,32,33,35,37,38,42,43,44,50,60,63,68,69,76,78,33,－,－
賓果賓果,115006075,2026/01/30,245800,9832,177425,4,5,7,8,11,16,18,30,35,36,38,39,40,47,51,61,67,74,77,80,30,小,－
賓果賓果,115006076,2026/01/30,249600,9984,82025,1,2,10,12,22,23,30,33,34,35,43,47,48,54,57,62,63,64,67,75,02,－,－
賓果賓果,115006077,2026/01/30,225300,9012,80850,1,3,8,14,15,18,31,33,34,36,38,40,41,44,45,62,67,69,72,78,34,－,－
賓果賓果,115006078,2026/01/30,245225,9809,198175,3,4,5,10,11,12,13,26,33,34,42,44,45,48,52,63,66,68,69,77,33,－,－
賓果賓果,115006079,2026/01/30,218175,8727,155625,4,5,6,10,17,23,28,32,39,42,44,47,58,62,68,71,74,75,76,80,44,－,雙
賓果賓果,115006080,2026/01/30,221175,8847,314775,8,24,27,29,31,35,45,47,55,62,63,66,67,68,70,73,74,76,77,78,55,大,－
賓果賓果,115006081,2026/01/30,233700,9348,166250,1,2,4,6,10,24,27,28,36,37,41,43,45,46,54,64,65,67,75,78,10,－,－
賓果賓果,115006082,2026/01/30,208225,8329,76750,1,3,7,8,15,16,17,24,32,47,49,53,54,57,60,65,69,72,75,78,32,－,－
賓果賓果,115006083,2026/01/30,288825,11553,74650,10,11,14,20,21,24,26,30,32,37,44,46,48,49,56,61,64,73,79,80,73,－,雙
賓果賓果,115006084,2026/01/30,189775,7591,64400,1,18,19,20,27,30,32,34,36,42,53,56,58,59,61,63,64,70,73,76,36,－,－
賓果賓果,115006085,2026/01/30,238450,9538,62175,1,14,16,21,22,26,27,37,38,40,47,50,53,54,55,56,59,65,68,77,27,－,－
賓果賓果,115006086,2026/01/30,174700,6988,65550,13,18,19,26,30,31,36,37,38,41,42,48,49,51,52,57,61,62,67,80,26,－,－
賓果賓果,115006087,2026/01/30,190725,7629,137575,1,2,7,8,18,19,22,29,32,40,42,43,44,58,61,62,68,70,76,78,18,－,雙
賓果賓果,115006088,2026/01/30,184900,7396,209000,4,7,12,17,23,25,26,27,29,30,32,34,36,39,49,57,71,76,77,80,77,小,－
賓果賓果,115006089,2026/01/30,174675,6987,98800,1,10,11,13,16,20,22,23,25,28,31,36,45,48,55,57,58,76,79,80,79,－,－
賓果賓果,115006090,2026/01/30,220475,8819,125200,2,7,15,17,18,22,23,25,29,32,34,44,46,47,48,60,63,71,73,80,22,－,－
賓果賓果,115006091,2026/01/31,83200,3328,109300,8,15,19,28,32,33,35,38,43,44,51,57,58,65,68,69,70,74,78,80,74,－,－
賓果賓果,115006092,2026/01/31,64900,2596,14775,10,11,12,14,18,19,21,26,27,38,39,43,45,52,56,59,63,67,73,80,39,－,－
賓果賓果,115006093,2026/01/31,68025,2721,34975,2,5,8,9,13,15,16,19,26,31,39,41,45,46,50,55,67,69,78,79,41,－,單
賓果賓果,115006094,2026/01/31,65900,2636,22850,2,5,11,13,15,17,20,22,27,28,30,49,53,55,56,60,69,72,73,79,11,－,－
賓果賓果,115006095,2026/01/31,72375,2895,73050,1,10,12,13,19,30,38,44,48,53,55,57,59,61,64,68,70,71,72,75,71,大,－
賓果賓果,115006096,2026/01/31,68775,2751,22250,1,2,8,11,15,17,24,35,44,45,48,50,56,57,59,62,68,70,73,78,56,－,－
賓果賓果,115006097,2026/01/31,68550,2742,41625,2,11,13,21,32,38,42,48,49,50,54,63,65,66,71,73,74,76,79,80,42,大,－
賓果賓果,115006098,2026/01/31,72450,2898,26950,3,8,9,10,12,14,18,20,28,34,35,36,44,47,51,64,65,73,75,78,36,－,－
賓果賓果,115006099,2026/01/31,81850,3274,73900,3,5,12,13,15,19,23,24,28,33,39,41,42,51,52,53,55,56,67,71,55,－,單
賓果賓果,115006100,2026/01/31,85375,3415,75650,2,7,8,17,20,23,25,28,29,34,35,38,39,44,49,51,62,70,71,79,08,小,－
賓果賓果,115006101,2026/01/31,92100,3684,40800,3,4,7,11,16,22,26,36,37,40,41,42,44,45,50,51,55,67,73,78,42,－,－
賓果賓果,115006102,2026/01/31,90975,3639,89525,8,28,29,30,32,34,40,44,48,51,53,54,62,63,64,72,73,74,77,79,34,大,雙
賓果賓果,115006103,2026/01/31,92775,3711,25650,3,6,22,25,30,32,33,36,37,46,52,53,56,59,65,68,74,75,77,78,53,－,－
賓果賓果,115006104,2026/01/31,89325,3573,59700,1,2,3,4,13,15,20,21,22,27,29,30,39,41,42,50,51,72,74,78,30,小,－
賓果賓果,115006105,2026/01/31,99050,3962,39300,11,13,23,25,26,31,38,39,40,47,49,54,56,62,69,71,74,77,78,79,56,－,－
賓果賓果,115006106,2026/01/31,105475,4219,33500,5,10,14,15,27,32,33,37,38,40,44,46,51,64,65,66,67,69,70,80,70,－,－
賓果賓果,115006107,2026/01/31,106675,4267,64075,5,15,18,20,23,27,34,41,47,49,52,55,56,59,63,67,69,72,73,79,52,大,單
賓果賓果,115006108,2026/01/31,117275,4691,50500,6,17,18,19,20,28,29,33,35,36,43,50,52,53,64,67,74,76,77,79,17,－,－
賓果賓果,115006109,2026/01/31,122800,4912,41525,6,7,10,11,13,15,16,23,24,29,37,55,63,64,68,70,71,72,75,78,24,－,－
賓果賓果,115006110,2026/01/31,127000,5080,50550,6,9,12,13,23,25,26,31,32,33,37,44,45,46,49,54,56,61,70,77,56,－,－
賓果賓果,115006111,2026/01/31,133275,5331,77475,10,11,13,21,23,25,27,29,30,31,34,44,47,54,57,59,64,66,71,77,57,－,單
賓果賓果,115006112,2026/01/31,149200,5968,55775,1,7,10,11,17,20,24,25,26,34,44,45,56,59,60,69,72,73,74,78,20,－,－
賓果賓果,115006113,2026/01/31,163825,6553,49900,9,11,12,19,21,27,28,33,34,39,42,48,53,62,64,70,75,76,77,78,39,－,－
